index,country,year,month,indicator,gwh
457,PRT,2008,1,Imports,8.467370834946222e-05
458,PRT,2008,2,Consumption,0.0003066817311359717
459,PRT,2008,2,Imports,8.12640288186114e-05
460,PRT,2008,3,Consumption,0.0002995782321133658
461,PRT,2008,3,Imports,0.00010219567260522342
462,PRT,2008,4,Consumption,0.00027400563563198456
463,PRT,2008,4,Imports,9.083007416905399e-05
464,PRT,2008,5,Consumption,0.000295031992738898
465,PRT,2008,5,Imports,8.088517553740575e-05
466,PRT,2008,6,Consumption,0.00030033593867577707
467,PRT,2008,6,Imports,8.249530198252975e-05
468,PRT,2008,7,Consumption,0.00033111776777373594
469,PRT,2008,7,Imports,7.671778944414362e-05
470,PRT,2008,8,Consumption,0.0002855606607087568
471,PRT,2008,8,Imports,6.734117073430384e-05
472,PRT,2008,9,Consumption,0.00030971255738561685
473,PRT,2008,9,Imports,7.17926967884702e-05
474,PRT,2008,10,Consumption,0.0002999570853945714
475,PRT,2008,10,Imports,7.899090913137751e-05
476,PRT,2008,11,Consumption,0.00031208039039315217
477,PRT,2008,11,Imports,9.897541971497541e-05
478,PRT,2008,12,Consumption,0.00032543496855565125
479,PRT,2008,12,Imports,0.00010143796604281212
480,ROU,2008,1,Consumption,0.0002476887214475694
481,ROU,2008,1,Imports,4.382147617511549e-06
482,ROU,2008,2,Consumption,0.00022850465298868554
483,ROU,2008,2,Imports,3.1648843904250076e-06
484,ROU,2008,3,Consumption,0.00022991667833210594
485,ROU,2008,3,Imports,2.921431745007699e-06
486,ROU,2008,4,Consumption,0.00021112213410588973
487,ROU,2008,4,Imports,2.1910738087557744e-06
488,ROU,2008,5,Consumption,0.00020844415500629934
489,ROU,2008,5,Imports,2.8240506868407757e-06
490,ROU,2008,6,Consumption,0.00020576617590670895
491,ROU,2008,6,Imports,3.797861268510009e-06
492,ROU,2008,7,Consumption,0.00021677023547957128
493,ROU,2008,7,Imports,4.479528675678472e-06
494,ROU,2008,8,Consumption,0.00021326451738556203
495,ROU,2008,8,Imports,4.528219204761934e-06
496,ROU,2008,9,Consumption,0.0002087362981808001
497,ROU,2008,9,Imports,4.138694972094241e-06
498,ROU,2008,10,Consumption,0.00022124976415524976
499,ROU,2008,10,Imports,3.0675033322580842e-06
500,ROU,2008,11,Consumption,0.0002216879789170009
501,ROU,2008,11,Imports,3.359646506758854e-06
502,ROU,2008,12,Consumption,0.00022631357917992975
503,ROU,2008,12,Imports,6.037625606349245e-06
504,SVK,2008,1,Consumption,0.00047701967919961823
505,SVK,2008,1,Imports,0.00021434282545485574
506,SVK,2008,2,Consumption,0.0004372370559148488
507,SVK,2008,2,Imports,0.00018497060826329703
508,SVK,2008,3,Consumption,0.0004485769625520962
509,SVK,2008,3,Imports,0.0001345916787765096
510,SVK,2008,4,Consumption,0.0004087943392673268
511,SVK,2008,4,Imports,0.0001368224800821976
512,SVK,2008,5,Consumption,0.0004002429342621894
513,SVK,2008,5,Imports,8.012294689596081e-05
514,SVK,2008,6,Consumption,0.00037867852164053873
515,SVK,2008,6,Imports,8.662945070421749e-05
516,SVK,2008,7,Consumption,0.0003855568256664101
517,SVK,2008,7,Imports,0.00010391816082329953
518,SVK,2008,8,Consumption,0.00037551821979081405
519,SVK,2008,8,Imports,9.183465375082285e-05
520,SVK,2008,9,Consumption,0.0003941082306715474
521,SVK,2008,9,Imports,0.00015095088835155495
522,SVK,2008,10,Consumption,0.00042849975080090413
523,SVK,2008,10,Imports,0.00019872721631503972
524,SVK,2008,11,Consumption,0.00042478174862475745
525,SVK,2008,11,Imports,0.00011042466463155621
526,SVK,2008,12,Consumption,0.0004322177529770508
527,SVK,2008,12,Imports,9.27641542948595e-05
528,SVN,2008,1,Consumption,0.0006010935449974176
529,SVN,2008,1,Imports,0.00029040486494936963
530,SVN,2008,2,Consumption,0.0005714099131456932
531,SVN,2008,2,Imports,0.0002735841402333925
532,SVN,2008,3,Consumption,0.0005936726370344864
533,SVN,2008,3,Imports,0.0003334461311343699
534,SVN,2008,4,Consumption,0.0005615153691951184
535,SVN,2008,4,Imports,0.00028446813857902474
536,SVN,2008,5,Consumption,0.0005550839156272449
537,SVN,2008,5,Imports,0.00022559560207310484
538,SVN,2008,6,Consumption,0.0005511260980470149
539,SVN,2008,6,Imports,0.00018008069990046088
540,SVN,2008,7,Consumption,0.0005615153691951184
541,SVN,2008,7,Imports,0.00020234342378925413
542,SVN,2008,8,Consumption,0.0005258950109730493
543,SVN,2008,8,Imports,0.00019937506060408168
