Date,AT,BE,HR,CY,DK,EE,FI,FR,DE,IE,IT,LV,LU,NL,NO,PL,RO,ES,SE,CH,GB
1969-03,2.0,,6.0,,-0.0,-7.0,-8.0,8.0,1.0,5.0,10.0,-6.0,4.0,2.0,-4.0,-2.0,0.0,10.0,-5.0,2.0,3.0
1969-04,7.0,,11.0,,6.0,3.0,1.0,10.0,7.0,8.0,13.0,4.0,8.0,8.0,3.0,6.0,8.0,12.0,3.0,6.0,7.0
1969-05,14.0,,18.0,,8.0,8.0,6.0,14.0,13.0,10.0,19.0,10.0,13.0,13.0,7.0,14.0,17.0,15.0,7.0,12.0,10.0
1969-06,14.0,,18.0,,15.0,15.0,14.0,16.0,15.0,13.0,20.0,15.0,15.0,15.0,13.0,16.0,17.0,18.0,15.0,12.0,13.0
1969-07,17.0,,21.0,,17.0,17.0,16.0,20.0,18.0,15.0,23.0,17.0,19.0,18.0,14.0,18.0,18.0,23.0,16.0,17.0,16.0
1969-08,15.0,,20.0,,18.0,16.0,16.0,19.0,17.0,15.0,23.0,16.0,16.0,18.0,16.0,16.0,19.0,22.0,17.0,15.0,16.0
1969-09,14.0,,18.0,,14.0,11.0,8.0,17.0,14.0,13.0,21.0,11.0,14.0,15.0,9.0,13.0,15.0,18.0,10.0,13.0,13.0
1969-10,10.0,,14.0,,11.0,6.0,4.0,14.0,10.0,13.0,17.0,6.0,11.0,13.0,6.0,8.0,9.0,16.0,6.0,9.0,12.0
1969-11,4.0,,11.0,,4.0,2.0,-2.0,9.0,5.0,5.0,12.0,2.0,5.0,7.0,-2.0,5.0,7.0,10.0,-2.0,3.0,5.0
1969-12,-6.0,,1.0,,-2.0,-6.0,-8.0,3.0,-4.0,5.0,5.0,-8.0,-3.0,-1.0,-4.0,-8.0,-1.0,7.0,-7.0,-4.0,3.0
1970-01,-3.0,,4.0,,-3.0,-10.0,-11.0,6.0,-2.0,5.0,7.0,-10.0,0.0,1.0,-7.0,-5.0,-2.0,9.0,-9.0,-1.0,3.0
1970-02,-2.0,,4.0,,-4.0,-10.0,-15.0,6.0,-1.0,4.0,7.0,-9.0,0.0,1.0,-9.0,-5.0,-1.0,9.0,-12.0,-1.0,3.0
1970-03,1.0,,6.0,,0.0,-2.0,-3.0,6.0,1.0,5.0,9.0,-1.0,2.0,3.0,-2.0,0.0,4.0,9.0,-3.0,0.0,4.0
1970-04,6.0,,10.0,,3.0,3.0,-1.0,9.0,5.0,7.0,13.0,4.0,5.0,6.0,0.0,6.0,10.0,12.0,1.0,4.0,6.0
1970-05,10.0,,14.0,,10.0,10.0,7.0,14.0,11.0,12.0,16.0,11.0,12.0,13.0,8.0,11.0,13.0,16.0,8.0,9.0,12.0
1970-06,16.0,,20.0,,16.0,16.0,16.0,19.0,17.0,15.0,22.0,16.0,18.0,17.0,14.0,16.0,18.0,20.0,16.0,15.0,15.0
1970-07,16.0,,21.0,,15.0,16.0,16.0,19.0,16.0,14.0,24.0,16.0,16.0,16.0,13.0,17.0,20.0,23.0,14.0,16.0,14.0
1970-08,17.0,,21.0,,16.0,16.0,14.0,19.0,17.0,15.0,24.0,16.0,17.0,17.0,14.0,16.0,19.0,22.0,14.0,16.0,15.0
1970-09,14.0,,18.0,,13.0,11.0,9.0,18.0,13.0,13.0,22.0,11.0,14.0,15.0,9.0,12.0,15.0,21.0,9.0,14.0,14.0
1970-10,8.0,,12.0,,9.0,5.0,3.0,13.0,9.0,11.0,15.0,6.0,9.0,11.0,5.0,7.0,8.0,15.0,5.0,7.0,10.0
1970-11,5.0,,10.0,,5.0,1.0,-3.0,10.0,6.0,8.0,12.0,2.0,6.0,8.0,-1.0,5.0,6.0,13.0,-2.0,4.0,7.0
1970-12,-2.0,,5.0,,3.0,-3.0,-5.0,4.0,0.0,5.0,6.0,-3.0,0.0,3.0,-2.0,0.0,1.0,6.0,-2.0,-1.0,4.0
1971-01,-3.0,,4.0,,1.0,-1.0,-5.0,5.0,-1.0,6.0,6.0,-2.0,-0.0,3.0,-3.0,-3.0,-0.0,7.0,-4.0,-3.0,4.0
1971-02,-0.0,,5.0,,2.0,-4.0,-9.0,5.0,1.0,6.0,7.0,-3.0,2.0,4.0,-2.0,-0.0,0.0,9.0,-4.0,-1.0,5.0
1971-03,-0.0,,4.0,,1.0,-4.0,-8.0,5.0,1.0,6.0,8.0,-3.0,2.0,3.0,-3.0,-0.0,2.0,8.0,-5.0,-1.0,5.0
1971-04,9.0,,12.0,,6.0,3.0,-0.0,12.0,8.0,8.0,14.0,4.0,10.0,8.0,2.0,7.0,9.0,13.0,2.0,9.0,7.0
1971-05,13.0,,17.0,,11.0,11.0,8.0,15.0,14.0,11.0,18.0,12.0,15.0,13.0,8.0,15.0,16.0,14.0,9.0,12.0,11.0
1971-06,14.0,,19.0,,14.0,13.0,13.0,16.0,14.0,12.0,21.0,14.0,14.0,14.0,11.0,15.0,17.0,18.0,13.0,12.0,12.0
1971-07,17.0,,22.0,,17.0,16.0,15.0,21.0,18.0,15.0,24.0,17.0,19.0,17.0,13.0,18.0,19.0,22.0,15.0,18.0,16.0
1971-08,18.0,,23.0,,17.0,16.0,14.0,20.0,18.0,15.0,26.0,17.0,17.0,17.0,13.0,18.0,20.0,22.0,14.0,17.0,15.0
1971-09,12.0,,15.0,,13.0,10.0,8.0,17.0,12.0,14.0,20.0,10.0,13.0,14.0,9.0,11.0,13.0,20.0,9.0,12.0,14.0
1971-10,8.0,,12.0,,10.0,6.0,3.0,14.0,9.0,12.0,16.0,7.0,9.0,11.0,5.0,8.0,8.0,17.0,5.0,9.0,11.0
1971-11,2.0,,8.0,,5.0,-0.0,-4.0,7.0,4.0,7.0,10.0,-0.0,3.0,6.0,-2.0,2.0,4.0,9.0,-2.0,2.0,6.0
1971-12,1.0,,5.0,,5.0,-1.0,-5.0,6.0,3.0,7.0,7.0,0.0,3.0,6.0,0.0,3.0,1.0,8.0,-1.0,1.0,7.0
1972-01,-3.0,,3.0,8.0,-1.0,-9.0,-9.0,5.0,-2.0,5.0,7.0,-10.0,-1.0,1.0,-5.0,-6.0,-3.0,7.0,-7.0,-1.0,4.0
1972-02,1.0,,6.0,9.0,1.0,-3.0,-7.0,7.0,2.0,5.0,9.0,-3.0,3.0,4.0,-3.0,0.0,0.0,9.0,-4.0,2.0,4.0
1972-03,5.0,,10.0,12.0,3.0,-2.0,-4.0,9.0,5.0,6.0,12.0,-1.0,6.0,6.0,-0.0,4.0,5.0,10.0,-1.0,4.0,6.0
1972-04,7.0,,11.0,18.0,7.0,3.0,1.0,10.0,7.0,8.0,13.0,4.0,7.0,8.0,3.0,7.0,12.0,12.0,3.0,6.0,8.0
1972-05,11.0,,15.0,20.0,11.0,9.0,7.0,13.0,11.0,10.0,17.0,11.0,11.0,12.0,8.0,13.0,15.0,14.0,8.0,10.0,10.0
1972-06,15.0,,20.0,25.0,14.0,16.0,15.0,15.0,14.0,11.0,21.0,17.0,14.0,14.0,12.0,16.0,19.0,18.0,14.0,13.0,11.0
1972-07,17.0,,21.0,26.0,18.0,20.0,19.0,19.0,18.0,15.0,24.0,20.0,18.0,17.0,15.0,19.0,21.0,22.0,17.0,16.0,15.0
1972-08,16.0,,20.0,28.0,17.0,17.0,15.0,18.0,16.0,14.0,23.0,17.0,15.0,16.0,13.0,16.0,19.0,21.0,14.0,15.0,14.0
1972-09,10.0,,15.0,26.0,12.0,11.0,9.0,14.0,11.0,12.0,18.0,11.0,11.0,12.0,8.0,11.0,13.0,17.0,9.0,9.0,11.0
1972-10,6.0,,11.0,21.0,9.0,5.0,3.0,12.0,7.0,11.0,14.0,5.0,8.0,9.0,5.0,6.0,8.0,15.0,5.0,7.0,10.0
1972-11,3.0,,9.0,15.0,6.0,2.0,-2.0,9.0,4.0,6.0,11.0,3.0,4.0,6.0,0.0,4.0,5.0,12.0,1.0,4.0,6.0
1972-12,-2.0,,5.0,10.0,4.0,2.0,0.0,6.0,1.0,7.0,7.0,1.0,2.0,4.0,2.0,-0.0,-0.0,8.0,1.0,-0.0,5.0
1973-01,-2.0,,4.0,9.0,2.0,-3.0,-4.0,4.0,0.0,6.0,6.0,-4.0,1.0,3.0,-0.0,-2.0,-3.0,7.0,-1.0,-1.0,4.0
1973-02,-1.0,,4.0,12.0,3.0,-3.0,-7.0,5.0,1.0,6.0,7.0,-1.0,1.0,3.0,-3.0,1.0,1.0,8.0,-3.0,-1.0,4.0
1973-03,2.0,,6.0,13.0,5.0,0.0,-3.0,7.0,4.0,7.0,9.0,1.0,5.0,5.0,1.0,3.0,2.0,9.0,1.0,2.0,6.0
1973-04,5.0,,9.0,16.0,5.0,4.0,1.0,9.0,5.0,8.0,12.0,5.0,6.0,6.0,2.0,6.0,9.0,12.0,2.0,4.0,7.0
1973-05,13.0,,17.0,22.0,11.0,10.0,8.0,15.0,13.0,11.0,18.0,11.0,13.0,12.0,7.0,12.0,15.0,16.0,8.0,11.0,10.0
1973-06,16.0,,20.0,25.0,15.0,16.0,15.0,18.0,16.0,14.0,22.0,16.0,17.0,16.0,12.0,16.0,17.0,19.0,14.0,15.0,14.0
1973-07,17.0,,22.0,29.0,18.0,19.0,19.0,19.0,17.0,15.0,24.0,18.0,17.0,17.0,15.0,17.0,20.0,22.0,18.0,15.0,15.0
1973-08,18.0,,21.0,28.0,17.0,16.0,13.0,21.0,18.0,15.0,25.0,16.0,19.0,18.0,12.0,17.0,18.0,23.0,14.0,17.0,16.0
1973-09,14.0,,19.0,26.0,14.0,9.0,6.0,18.0,14.0,13.0,22.0,9.0,15.0,15.0,8.0,13.0,16.0,20.0,9.0,13.0,14.0
1973-10,7.0,,13.0,21.0,8.0,4.0,1.0,12.0,7.0,10.0,16.0,4.0,8.0,9.0,2.0,6.0,9.0,15.0,2.0,7.0,9.0
1973-11,2.0,,7.0,13.0,4.0,-0.0,-5.0,8.0,3.0,8.0,10.0,0.0,4.0,6.0,-2.0,1.0,2.0,11.0,-3.0,3.0,6.0
1973-12,-2.0,,5.0,12.0,2.0,-4.0,-10.0,5.0,0.0,6.0,6.0,-4.0,1.0,3.0,-4.0,-1.0,-2.0,7.0,-5.0,-1.0,5.0
1974-01,1.0,,5.0,8.0,3.0,-3.0,-5.0,7.0,3.0,7.0,8.0,-3.0,4.0,5.0,-0.0,-0.0,-3.0,9.0,-2.0,2.0,6.0
1974-02,2.0,,7.0,11.0,3.0,-0.0,-2.0,7.0,3.0,6.0,9.0,-0.0,3.0,5.0,-1.0,2.0,2.0,8.0,-1.0,2.0,5.0
1974-03,6.0,,9.0,14.0,4.0,-0.0,-3.0,8.0,6.0,6.0,11.0,1.0,6.0,6.0,0.0,4.0,5.0,10.0,-1.0,5.0,5.0
1974-04,7.0,,10.0,16.0,8.0,3.0,1.0,10.0,8.0,9.0,13.0,4.0,9.0,9.0,4.0,7.0,7.0,11.0,4.0,6.0,8.0
1974-05,11.0,,14.0,20.0,10.0,7.0,6.0,13.0,11.0,10.0,17.0,8.0,12.0,11.0,8.0,11.0,13.0,16.0,8.0,10.0,10.0
1974-06,14.0,,18.0,25.0,14.0,14.0,14.0,17.0,14.0,13.0,21.0,14.0,15.0,15.0,12.0,14.0,17.0,19.0,13.0,13.0,13.0
1974-07,16.0,,21.0,29.0,15.0,16.0,15.0,19.0,15.0,14.0,24.0,15.0,15.0,15.0,13.0,15.0,19.0,22.0,14.0,16.0,14.0
1974-08,18.0,,22.0,27.0,16.0,15.0,14.0,20.0,17.0,14.0,25.0,15.0,17.0,17.0,13.0,17.0,20.0,22.0,14.0,17.0,14.0
1974-09,13.0,,18.0,25.0,14.0,13.0,11.0,16.0,13.0,11.0,21.0,13.0,13.0,13.0,10.0,13.0,16.0,19.0,11.0,12.0,11.0
1974-10,4.0,,9.0,22.0,8.0,7.0,4.0,9.0,5.0,8.0,12.0,7.0,5.0,7.0,4.0,6.0,10.0,13.0,4.0,3.0,7.0
1974-11,3.0,,8.0,16.0,6.0,3.0,-0.0,9.0,5.0,6.0,10.0,3.0,5.0,7.0,0.0,3.0,3.0,11.0,0.0,3.0,6.0
1974-12,2.0,,6.0,11.0,5.0,1.0,-1.0,8.0,5.0,8.0,7.0,1.0,5.0,7.0,-1.0,2.0,1.0,9.0,-1.0,2.0,7.0
1975-01,1.0,,6.0,10.0,5.0,0.0,-4.0,8.0,4.0,7.0,7.0,0.0,5.0,7.0,-1.0,2.0,0.0,9.0,-1.0,2.0,6.0
1975-02,0.0,,4.0,9.0,2.0,-2.0,-5.0,7.0,1.0,6.0,7.0,-2.0,3.0,3.0,-2.0,-1.0,-1.0,10.0,-2.0,1.0,4.0
1975-03,4.0,,9.0,14.0,3.0,1.0,-1.0,7.0,4.0,5.0,10.0,2.0,3.0,5.0,-0.0,4.0,6.0,9.0,-0.0,2.0,4.0
1975-04,7.0,,11.0,18.0,6.0,4.0,2.0,10.0,7.0,8.0,13.0,5.0,7.0,7.0,2.0,6.0,10.0,12.0,2.0,6.0,8.0
1975-05,13.0,,16.0,21.0,11.0,12.0,10.0,13.0,12.0,10.0,18.0,13.0,12.0,11.0,8.0,13.0,16.0,14.0,9.0,11.0,9.0
1975-06,14.0,,18.0,25.0,14.0,14.0,12.0,17.0,15.0,14.0,20.0,14.0,15.0,15.0,10.0,15.0,19.0,19.0,12.0,13.0,14.0
1975-07,17.0,,21.0,28.0,18.0,18.0,16.0,20.0,18.0,16.0,24.0,18.0,19.0,18.0,14.0,18.0,20.0,23.0,16.0,17.0,16.0
1975-08,17.0,,20.0,27.0,20.0,17.0,14.0,21.0,19.0,16.0,23.0,17.0,20.0,20.0,14.0,18.0,19.0,23.0,16.0,16.0,17.0
1975-09,16.0,,19.0,25.0,15.0,14.0,11.0,17.0,16.0,12.0,22.0,14.0,15.0,15.0,10.0,15.0,17.0,19.0,11.0,14.0,13.0
1975-10,8.0,,13.0,20.0,9.0,6.0,3.0,12.0,8.0,11.0,15.0,7.0,7.0,9.0,5.0,8.0,10.0,16.0,6.0,7.0,10.0
1975-11,2.0,,7.0,15.0,5.0,1.0,-0.0,8.0,3.0,7.0,10.0,0.0,4.0,6.0,2.0,1.0,2.0,11.0,1.0,3.0,6.0
1975-12,-2.0,,5.0,11.0,4.0,0.0,-5.0,4.0,1.0,6.0,7.0,0.0,0.0,4.0,-1.0,0.0,-1.0,7.0,-1.0,-0.0,5.0
1976-01,-0.0,,4.0,11.0,1.0,-7.0,-13.0,5.0,1.0,7.0,5.0,-7.0,2.0,4.0,-6.0,-3.0,-2.0,7.0,-8.0,-0.0,5.0
1976-02,-0.0,,4.0,9.0,1.0,-7.0,-8.0,6.0,1.0,6.0,8.0,-7.0,2.0,3.0,-2.0,-4.0,-4.0,9.0,-4.0,1.0,4.0
1976-03,1.0,,5.0,13.0,0.0,-4.0,-7.0,7.0,2.0,7.0,9.0,-3.0,3.0,3.0,-3.0,-1.0,1.0,10.0,-4.0,2.0,5.0
1976-04,7.0,,11.0,16.0,5.0,3.0,0.0,10.0,7.0,8.0,13.0,4.0,8.0,7.0,2.0,7.0,10.0,11.0,2.0,6.0,8.0
1976-05,12.0,,16.0,21.0,11.0,10.0,9.0,15.0,13.0,11.0,18.0,10.0,14.0,13.0,9.0,12.0,14.0,16.0,9.0,12.0,11.0
1976-06,16.0,,19.0,24.0,15.0,12.0,11.0,20.0,18.0,15.0,22.0,12.0,18.0,18.0,12.0,15.0,16.0,21.0,13.0,17.0,16.0
1976-07,18.0,,22.0,26.0,18.0,16.0,14.0,21.0,19.0,16.0,24.0,16.0,19.0,19.0,14.0,18.0,19.0,23.0,15.0,18.0,17.0
1976-08,14.0,,18.0,26.0,17.0,15.0,14.0,20.0,16.0,16.0,21.0,15.0,17.0,18.0,14.0,15.0,16.0,22.0,15.0,14.0,16.0
1976-09,12.0,,16.0,24.0,13.0,10.0,6.0,16.0,13.0,13.0,19.0,10.0,12.0,14.0,7.0,12.0,14.0,19.0,8.0,11.0,13.0
1976-10,10.0,,14.0,21.0,9.0,2.0,0.0,13.0,10.0,9.0,16.0,2.0,10.0,11.0,4.0,7.0,9.0,14.0,4.0,9.0,10.0
1976-11,4.0,,9.0,17.0,6.0,1.0,-2.0,8.0,5.0,7.0,10.0,2.0,5.0,7.0,1.0,4.0,6.0,10.0,0.0,3.0,6.0
1976-12,-3.0,,4.0,12.0,1.0,-3.0,-6.0,5.0,-1.0,3.0,7.0,-3.0,-1.0,2.0,-5.0,-1.0,-0.0,9.0,-6.0,-2.0,2.0
1977-01,-2.0,,5.0,10.0,0.0,-6.0,-8.0,5.0,1.0,4.0,7.0,-6.0,1.0,3.0,-5.0,-2.0,-2.0,8.0,-6.0,-1.0,2.0
1977-02,2.0,,7.0,13.0,0.0,-7.0,-11.0,8.0,3.0,5.0,9.0,-5.0,4.0,5.0,-6.0,0.0,4.0,10.0,-7.0,2.0,4.0
1977-03,7.0,,10.0,13.0,4.0,-2.0,-4.0,10.0,6.0,7.0,12.0,-0.0,7.0,7.0,-0.0,5.0,6.0,12.0,-1.0,5.0,6.0
1977-04,6.0,,10.0,17.0,5.0,2.0,-0.0,10.0,6.0,8.0,13.0,4.0,6.0,7.0,0.0,6.0,9.0,13.0,1.0,5.0,7.0
1977-05,12.0,,16.0,22.0,11.0,10.0,7.0,13.0,12.0,10.0,17.0,11.0,12.0,12.0,7.0,12.0,15.0,14.0,8.0,10.0,10.0
1977-06,16.0,,19.0,25.0,15.0,14.0,13.0,16.0,15.0,12.0,21.0,15.0,15.0,14.0,11.0,16.0,17.0,17.0,13.0,13.0,12.0
1977-07,17.0,,21.0,28.0,16.0,15.0,14.0,19.0,17.0,16.0,24.0,15.0,17.0,17.0,13.0,16.0,20.0,20.0,14.0,16.0,15.0
1977-08,16.0,,20.0,28.0,16.0,15.0,13.0,18.0,16.0,15.0,23.0,15.0,15.0,16.0,13.0,16.0,19.0,20.0,13.0,14.0,15.0
1977-09,12.0,,16.0,24.0,13.0,10.0,7.0,16.0,12.0,13.0,19.0,10.0,12.0,13.0,8.0,11.0,13.0,20.0,9.0,11.0,12.0
1977-10,10.0,,13.0,19.0,11.0,6.0,3.0,14.0,10.0,12.0,17.0,7.0,10.0,12.0,6.0,9.0,9.0,16.0,6.0,9.0,11.0
1977-11,3.0,,9.0,17.0,6.0,3.0,-1.0,8.0,5.0,6.0,11.0,3.0,5.0,7.0,1.0,5.0,6.0,11.0,1.0,3.0,6.0
1977-12,-1.0,,4.0,11.0,3.0,-3.0,-6.0,7.0,2.0,7.0,6.0,-3.0,3.0,5.0,-1.0,-1.0,-3.0,10.0,-2.0,1.0,6.0
1978-01,-2.0,,4.0,11.0,2.0,-5.0,-9.0,5.0,1.0,4.0,6.0,-4.0,1.0,3.0,-4.0,-1.0,-3.0,7.0,-4.0,-1.0,3.0
1978-02,-2.0,,4.0,12.0,-1.0,-9.0,-14.0,6.0,-1.0,4.0,7.0,-8.0,-0.0,1.0,-7.0,-4.0,-1.0,10.0,-9.0,-1.0,2.0
1978-03,4.0,,8.0,13.0,3.0,-1.0,-4.0,9.0,5.0,7.0,11.0,1.0,5.0,6.0,-2.0,3.0,5.0,11.0,-3.0,3.0,6.0
1978-04,6.0,,10.0,16.0,5.0,2.0,-0.0,9.0,7.0,7.0,12.0,4.0,7.0,7.0,2.0,6.0,9.0,12.0,2.0,5.0,6.0
1978-05,11.0,,14.0,22.0,11.0,9.0,9.0,13.0,12.0,11.0,16.0,10.0,12.0,12.0,8.0,11.0,13.0,14.0,8.0,9.0,11.0
1978-06,14.0,,19.0,25.0,15.0,14.0,13.0,16.0,15.0,13.0,21.0,14.0,14.0,15.0,12.0,15.0,17.0,18.0,14.0,13.0,13.0
1978-07,16.0,,20.0,29.0,15.0,15.0,15.0,18.0,16.0,14.0,23.0,15.0,15.0,15.0,13.0,15.0,19.0,22.0,14.0,15.0,14.0
1978-08,15.0,,20.0,26.0,16.0,15.0,12.0,18.0,15.0,14.0,23.0,15.0,14.0,15.0,13.0,15.0,18.0,22.0,13.0,14.0,14.0
1978-09,13.0,,16.0,24.0,12.0,10.0,8.0,17.0,12.0,14.0,21.0,9.0,12.0,14.0,8.0,11.0,14.0,21.0,9.0,12.0,13.0
1978-10,8.0,,12.0,22.0,10.0,5.0,2.0,13.0,9.0,12.0,15.0,6.0,9.0,11.0,5.0,8.0,10.0,16.0,5.0,7.0,11.0
1978-11,2.0,,6.0,15.0,8.0,4.0,-1.0,8.0,4.0,9.0,9.0,5.0,3.0,7.0,2.0,4.0,3.0,11.0,2.0,2.0,8.0
1978-12,-1.0,,5.0,12.0,0.0,-11.0,-15.0,7.0,1.0,5.0,7.0,-11.0,2.0,2.0,-8.0,-3.0,-0.0,10.0,-10.0,1.0,4.0
1979-01,-5.0,,2.0,11.0,-3.0,-8.0,-12.0,2.0,-4.0,2.0,5.0,-8.0,-4.0,-3.0,-8.0,-6.0,-3.0,9.0,-10.0,-4.0,0.0
1979-02,-0.0,,5.0,13.0,-3.0,-9.0,-12.0,6.0,-1.0,3.0,8.0,-8.0,0.0,-1.0,-6.0,-5.0,-1.0,10.0,-9.0,1.0,1.0
1979-03,4.0,,9.0,14.0,1.0,-1.0,-3.0,8.0,4.0,5.0,11.0,-1.0,4.0,4.0,-1.0,2.0,5.0,10.0,-2.0,3.0,4.0
1979-04,6.0,,10.0,17.0,5.0,2.0,-0.0,9.0,6.0,7.0,12.0,3.0,7.0,8.0,2.0,6.0,8.0,12.0,2.0,4.0,7.0
1979-05,12.0,,16.0,21.0,10.0,11.0,9.0,13.0,12.0,9.0,18.0,12.0,12.0,11.0,6.0,14.0,16.0,16.0,8.0,10.0,9.0
1979-06,17.0,,21.0,25.0,15.0,16.0,14.0,17.0,17.0,13.0,23.0,17.0,16.0,15.0,12.0,18.0,20.0,20.0,15.0,14.0,13.0
1979-07,16.0,,20.0,27.0,14.0,15.0,15.0,19.0,16.0,15.0,24.0,14.0,17.0,16.0,13.0,15.0,18.0,23.0,14.0,16.0,15.0
1979-08,16.0,,20.0,26.0,15.0,16.0,15.0,18.0,15.0,14.0,23.0,16.0,15.0,16.0,12.0,16.0,18.0,22.0,14.0,14.0,14.0
1979-09,14.0,,17.0,25.0,13.0,11.0,9.0,17.0,13.0,13.0,20.0,11.0,13.0,14.0,8.0,13.0,16.0,20.0,10.0,12.0,13.0
1979-10,8.0,,12.0,21.0,9.0,5.0,2.0,14.0,9.0,11.0,16.0,5.0,10.0,11.0,4.0,6.0,8.0,15.0,3.0,9.0,11.0
1979-11,2.0,,9.0,18.0,5.0,2.0,-1.0,8.0,4.0,8.0,10.0,1.0,4.0,6.0,-0.0,3.0,5.0,11.0,0.0,2.0,6.0
1979-12,2.0,,7.0,11.0,3.0,-2.0,-6.0,7.0,4.0,6.0,8.0,-2.0,4.0,6.0,-3.0,2.0,2.0,9.0,-4.0,1.0,5.0
1980-01,-4.0,,2.0,10.0,-1.0,-7.0,-11.0,4.0,-2.0,4.0,5.0,-7.0,-1.0,0.0,-6.0,-6.0,-5.0,8.0,-8.0,-2.0,2.0
1980-02,1.0,,5.0,10.0,-1.0,-8.0,-11.0,8.0,2.0,6.0,8.0,-7.0,4.0,5.0,-6.0,-1.0,-1.0,10.0,-9.0,2.0,5.0
1980-03,3.0,,7.0,12.0,1.0,-6.0,-8.0,7.0,4.0,6.0,10.0,-5.0,4.0,5.0,-3.0,-0.0,2.0,11.0,-5.0,3.0,4.0
1980-04,5.0,,8.0,16.0,6.0,4.0,3.0,10.0,6.0,9.0,12.0,5.0,7.0,8.0,3.0,5.0,8.0,12.0,4.0,4.0,8.0
1980-05,10.0,,13.0,20.0,10.0,7.0,6.0,13.0,11.0,11.0,15.0,7.0,12.0,12.0,8.0,9.0,12.0,15.0,8.0,9.0,11.0
1980-06,14.0,,18.0,25.0,15.0,17.0,16.0,16.0,15.0,13.0,21.0,16.0,14.0,15.0,13.0,15.0,17.0,19.0,15.0,12.0,13.0
1980-07,15.0,,20.0,27.0,16.0,16.0,16.0,18.0,15.0,14.0,23.0,16.0,15.0,16.0,15.0,16.0,19.0,21.0,16.0,14.0,14.0
1980-08,17.0,,21.0,28.0,16.0,15.0,14.0,20.0,17.0,15.0,25.0,15.0,17.0,17.0,13.0,16.0,18.0,24.0,14.0,16.0,15.0
1980-09,14.0,,18.0,24.0,14.0,12.0,9.0,18.0,14.0,14.0,22.0,12.0,14.0,15.0,10.0,12.0,14.0,22.0,11.0,13.0,14.0
1980-10,8.0,,13.0,20.0,9.0,7.0,3.0,12.0,8.0,9.0,16.0,7.0,8.0,10.0,3.0,8.0,11.0,16.0,4.0,7.0,9.0
1980-11,1.0,,7.0,16.0,4.0,-0.0,-6.0,7.0,3.0,7.0,10.0,-1.0,3.0,5.0,-3.0,2.0,4.0,11.0,-3.0,2.0,6.0
1980-12,-2.0,,3.0,11.0,3.0,-1.0,-7.0,4.0,1.0,7.0,6.0,-1.0,1.0,4.0,-3.0,-1.0,-0.0,7.0,-4.0,-2.0,5.0
1981-01,-5.0,,1.0,11.0,0.0,-3.0,-7.0,5.0,-1.0,6.0,4.0,-4.0,0.0,3.0,-5.0,-4.0,-4.0,8.0,-6.0,-3.0,4.0
1981-02,-2.0,,3.0,11.0,1.0,-4.0,-9.0,4.0,-0.0,5.0,6.0,-4.0,-0.0,2.0,-4.0,-1.0,-1.0,8.0,-5.0,-2.0,3.0
1981-03,6.0,,9.0,14.0,3.0,-4.0,-9.0,10.0,7.0,8.0,12.0,-2.0,8.0,8.0,-3.0,4.0,6.0,13.0,-4.0,5.0,7.0
1981-04,8.0,,12.0,17.0,6.0,2.0,-0.0,11.0,8.0,9.0,14.0,3.0,9.0,8.0,2.0,6.0,8.0,13.0,3.0,8.0,7.0
1981-05,12.0,,15.0,19.0,12.0,11.0,9.0,14.0,13.0,11.0,17.0,13.0,13.0,13.0,9.0,13.0,14.0,15.0,10.0,10.0,11.0
1981-06,16.0,,20.0,26.0,14.0,14.0,11.0,17.0,15.0,13.0,22.0,15.0,15.0,14.0,10.0,16.0,20.0,21.0,12.0,14.0,13.0
1981-07,16.0,,21.0,28.0,16.0,17.0,16.0,18.0,16.0,14.0,23.0,17.0,17.0,16.0,13.0,17.0,19.0,22.0,15.0,15.0,15.0
1981-08,17.0,,21.0,28.0,16.0,15.0,13.0,20.0,17.0,16.0,24.0,15.0,17.0,17.0,12.0,16.0,19.0,23.0,13.0,16.0,16.0
1981-09,14.0,,18.0,25.0,14.0,11.0,9.0,17.0,14.0,14.0,21.0,12.0,14.0,15.0,10.0,13.0,16.0,21.0,10.0,13.0,14.0
1981-10,9.0,,15.0,21.0,9.0,8.0,5.0,13.0,8.0,8.0,16.0,8.0,8.0,9.0,4.0,8.0,12.0,17.0,5.0,8.0,8.0
1981-11,3.0,,7.0,14.0,6.0,1.0,-2.0,9.0,5.0,8.0,9.0,1.0,5.0,7.0,-0.0,3.0,3.0,13.0,-1.0,2.0,7.0
1981-12,-3.0,,5.0,12.0,-3.0,-4.0,-10.0,6.0,-2.0,3.0,7.0,-5.0,0.0,-0.0,-9.0,-3.0,0.0,11.0,-10.0,-1.0,1.0
1982-01,-4.0,,3.0,11.0,-3.0,-7.0,-14.0,7.0,-2.0,5.0,6.0,-6.0,-1.0,1.0,-7.0,-4.0,-4.0,10.0,-10.0,0.0,3.0
1982-02,-2.0,,3.0,10.0,-1.0,-5.0,-7.0,7.0,0.0,6.0,6.0,-5.0,2.0,3.0,-2.0,-3.0,-3.0,10.0,-5.0,-0.0,5.0
1982-03,3.0,,7.0,12.0,4.0,-0.0,-2.0,8.0,4.0,6.0,9.0,0.0,5.0,5.0,1.0,3.0,3.0,11.0,0.0,2.0,6.0
1982-04,6.0,,10.0,17.0,6.0,3.0,1.0,10.0,7.0,9.0,13.0,4.0,7.0,8.0,3.0,5.0,7.0,13.0,3.0,6.0,8.0
