geo\TIME_PERIOD,indic,Date,Value
FR,IS-IDMG-T,2008-08,1089.0
HR,IS-IDMG-T,2008-08,64.0
HU,IS-IDMG-T,2008-08,138.0
IE,IS-IDMG-T,2008-08,111.0
IS,IS-IDMG-T,2008-08,0.0
IT,IS-IDMG-T,2008-08,733.0
LT,IS-IDMG-T,2008-08,37.0
LU,IS-IDMG-T,2008-08,39.0
LV,IS-IDMG-T,2008-08,35.0
ME,IS-IDMG-T,2008-08,
MK,IS-IDMG-T,2008-08,
MT,IS-IDMG-T,2008-08,
NL,IS-IDMG-T,2008-08,325.0
NO,IS-IDMG-T,2008-08,75.0
PL,IS-IDMG-T,2008-08,343.0
PT,IS-IDMG-T,2008-08,129.0
RO,IS-IDMG-T,2008-08,157.0
RS,IS-IDMG-T,2008-08,
SE,IS-IDMG-T,2008-08,321.0
SI,IS-IDMG-T,2008-08,60.0
SK,IS-IDMG-T,2008-08,61.0
TR,IS-IDMG-T,2008-08,253.0
UK,IS-IDMG-T,2008-08,1410.0
AL,IS-IDMG-T,2008-09,
AT,IS-IDMG-T,2008-09,169.0
BE,IS-IDMG-T,2008-09,90.0
BG,IS-IDMG-T,2008-09,45.0
CY,IS-IDMG-T,2008-09,31.0
CZ,IS-IDMG-T,2008-09,182.0
DE,IS-IDMG-T,2008-09,1878.0
DK,IS-IDMG-T,2008-09,148.0
EE,IS-IDMG-T,2008-09,42.0
EL,IS-IDMG-T,2008-09,347.0
ES,IS-IDMG-T,2008-09,514.0
EU27_2020,IS-IDMG-T,2008-09,
FI,IS-IDMG-T,2008-09,127.0
FR,IS-IDMG-T,2008-09,784.0
HR,IS-IDMG-T,2008-09,55.0
HU,IS-IDMG-T,2008-09,136.0
IE,IS-IDMG-T,2008-09,147.0
IS,IS-IDMG-T,2008-09,0.0
IT,IS-IDMG-T,2008-09,983.0
LT,IS-IDMG-T,2008-09,38.0
LU,IS-IDMG-T,2008-09,32.0
LV,IS-IDMG-T,2008-09,27.0
ME,IS-IDMG-T,2008-09,
MK,IS-IDMG-T,2008-09,
MT,IS-IDMG-T,2008-09,
NL,IS-IDMG-T,2008-09,347.0
NO,IS-IDMG-T,2008-09,44.0
