,"freq,nrg_bal,siec,uni",",geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 "
448,"A,NRGSUP,TOTAL,KTOE,UA	132521.249 	126619.980 	122596.581 	116258.347 	105759.796 	92990.131 	91706.406 	89516.625 	93550.622 	89520.123 	86551.030 	: ",
449,"A,NRGSUP,TOTAL,KTOE,UK	202071.955 	186386.165 	190890.429 	187638.193 	176632.008 	180003.492 	177369.306 	174572.870 	174024.392 	170540.288 	: 	: ",
450,"A,NRGSUP,TOTAL,KTOE,XK	2504.075 	2528.132 	2369.037 	2295.802 	2215.126 	2520.271 	2699.478 	2562.653 	2581.860 	2666.421 	2662.957 	2885.557 ",
451,"A,NRGSUP,W6100_6220,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
452,"A,NRGSUP,W6100_6220,KTOE,AT	612.610 	678.203 	653.018 	633.266 	641.143 	666.351 	712.306 	683.213 	648.265 	629.875 	668.304 	679.693 ",
453,"A,NRGSUP,W6100_6220,KTOE,BA	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
454,"A,NRGSUP,W6100_6220,KTOE,BE	702.553 	726.992 	697.872 	656.965 	672.368 	669.304 	670.366 	633.042 	638.650 	647.182 	636.620 	661.197 ",
455,"A,NRGSUP,W6100_6220,KTOE,BG	3.392 	9.076 	7.309 	13.447 	13.089 	18.272 	31.504 	38.719 	50.041 	66.527 	66.158 	74.216 ",
456,"A,NRGSUP,W6100_6220,KTOE,CY	7.141 	0.096 	0.573 	1.075 	7.548 	12.324 	15.835 	21.553 	22.969 	30.786 	34.802 	40.421 ",
457,"A,NRGSUP,W6100_6220,KTOE,CZ	200.822 	219.929 	225.208 	216.299 	250.693 	277.300 	304.481 	305.660 	346.484 	359.446 	368.493 	366.109 ",
458,"A,NRGSUP,W6100_6220,KTOE,DE	3906.157 	3873.865 	4016.433 	4107.361 	4302.164 	4251.911 	4513.471 	4514.020 	4217.636 	4248.089 	4203.115 	4221.338 ",
459,"A,NRGSUP,W6100_6220,KTOE,DK	409.572 	413.020 	401.374 	402.614 	416.202 	429.058 	429.417 	439.349 	435.244 	446.322 	447.190 	436.367 ",
460,"A,NRGSUP,W6100_6220,KTOE,EE	0.000 	0.000 	0.000 	104.328 	68.262 	47.339 	46.360 	45.097 	49.784 	42.217 	34.224 	35.926 ",
461,"A,NRGSUP,W6100_6220,KTOE,EL	32.029 	28.064 	14.928 	21.090 	20.732 	89.137 	60.118 	0.000 	28.961 	41.978 	9.673 	7.858 ",
462,"A,NRGSUP,W6100_6220,KTOE,ES	322.248 	374.314 	345.175 	352.649 	374.404 	413.695 	438.815 	472.317 	547.305 	525.787 	539.722 	517.324 ",
463,"A,NRGSUP,W6100_6220,KTOE,EU27_2020	10678.150 	11345.265 	11464.233 	11944.793 	12504.654 	12758.175 	13755.753 	13827.765 	13907.515 	14147.391 	14363.295 	14495.029 ",
464,"A,NRGSUP,W6100_6220,KTOE,FI	146.150 	144.502 	183.864 	209.181 	236.266 	239.324 	263.280 	289.577 	293.948 	295.858 	293.709 	322.633 ",
465,"A,NRGSUP,W6100_6220,KTOE,FR	1251.209 	1560.168 	1610.873 	1653.443 	1698.640 	1681.438 	1751.369 	1701.800 	1710.058 	1744.985 	1638.137 	1725.490 ",
466,"A,NRGSUP,W6100_6220,KTOE,GE	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
467,"A,NRGSUP,W6100_6220,KTOE,HR	7.619 	4.275 	8.145 	8.742 	10.151 	9.315 	10.151 	11.529 	19.530 	26.963 	38.939 	45.178 ",
468,"A,NRGSUP,W6100_6220,KTOE,HU	87.848 	100.363 	89.185 	83.142 	102.465 	132.321 	158.044 	163.920 	194.277 	215.081 	211.068 	244.960 ",
469,"A,NRGSUP,W6100_6220,KTOE,IE	8.552 	14.183 	45.722 	61.390 	66.104 	68.799 	66.655 	113.264 	145.465 	145.319 	146.752 	142.841 ",
470,"A,NRGSUP,W6100_6220,KTOE,IS	0.430 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
471,"A,NRGSUP,W6100_6220,KTOE,IT	1041.058 	1135.139 	1132.273 	1137.981 	1157.758 	1149.207 	1183.123 	1134.201 	1132.984 	1182.331 	1190.111 	1141.808 ",
472,"A,NRGSUP,W6100_6220,KTOE,LT	0.000 	0.000 	0.000 	14.880 	18.057 	22.523 	49.274 	33.653 	35.755 	35.994 	58.589 	90.714 ",
473,"A,NRGSUP,W6100_6220,KTOE,LU	30.787 	31.954 	32.280 	33.515 	32.683 	33.875 	33.836 	36.941 	37.957 	38.094 	44.739 	41.551 ",
474,"A,NRGSUP,W6100_6220,KTOE,LV	28.208 	53.478 	55.675 	52.928 	65.300 	55.006 	36.687 	26.104 	45.249 	42.628 	52.620 	47.328 ",
475,"A,NRGSUP,W6100_6220,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
476,"A,NRGSUP,W6100_6220,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
477,"A,NRGSUP,W6100_6220,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
478,"A,NRGSUP,W6100_6220,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
479,"A,NRGSUP,W6100_6220,KTOE,NL	724.539 	760.151 	746.776 	795.142 	819.265 	889.355 	934.800 	934.231 	937.676 	892.385 	860.920 	896.595 ",
480,"A,NRGSUP,W6100_6220,KTOE,NO	162.370 	187.119 	213.424 	241.639 	249.751 	260.096 	255.229 	253.627 	272.222 	266.035 	265.035 	265.655 ",
481,"A,NRGSUP,W6100_6220,KTOE,PL	397.535 	440.599 	419.461 	451.013 	514.665 	523.479 	741.521 	870.242 	1010.755 	1064.780 	1069.116 	984.441 ",
482,"A,NRGSUP,W6100_6220,KTOE,PT	158.689 	180.090 	151.715 	169.533 	169.963 	155.130 	197.599 	188.506 	173.684 	179.453 	187.125 	186.664 ",
483,"A,NRGSUP,W6100_6220,KTOE,RO	30.477 	28.733 	27.420 	40.986 	69.886 	71.988 	79.536 	92.922 	171.123 	153.184 	281.648 	319.388 ",
484,"A,NRGSUP,W6100_6220,KTOE,RS	9.267 	6.879 	0.000 	0.287 	0.812 	0.860 	1.075 	1.046 	1.168 	1.223 	1.372 	1.392 ",
485,"A,NRGSUP,W6100_6220,KTOE,SE	515.143 	504.586 	531.265 	572.776 	592.457 	623.483 	785.827 	824.902 	772.308 	819.695 	989.491 	973.273 ",
486,"A,NRGSUP,W6100_6220,KTOE,SI	18.606 	23.932 	23.383 	25.533 	32.865 	37.594 	40.413 	48.097 	57.543 	62.033 	57.197 	54.733 ",
487,"A,NRGSUP,W6100_6220,KTOE,SK	35.206 	39.553 	44.306 	125.514 	151.524 	190.647 	200.965 	204.906 	183.864 	210.399 	234.833 	236.983 ",
488,"A,NRGSUP,W6100_6220,KTOE,TR	3.869 	5.613 	5.016 	4.395 	3.439 	32.531 	49.369 	58.424 	886.959 	873.727 	916.145 	1082.853 ",
489,"A,NRGSUP,W6100_6220,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2.484 	0.000 	0.000 	814.235 	: ",
490,"A,NRGSUP,W6100_6220,KTOE,UK	460.614 	738.607 	797.721 	619.972 	855.212 	986.816 	1312.148 	1177.439 	1297.483 	1531.241 	: 	: ",
491,"A,NRGSUP,W6100_6220,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
